unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location.latitude,location.longitude,location.human_address,bridge_highway_name,bridge_highway_direction,bridge_highway_segment,taxi_pick_up_location,facility_type,road_ramp,due_date,vehicle_type,taxi_company_borough
51936169,2021-09-21T10:34:11Z,2021-09-21T10:40:41Z,NYPD,New York City Police Department,Noise - Vehicle,Engine Idling,Street/Sidewalk,11223,2590 CONEY ISLAND AVENUE,CONEY ISLAND AVENUE,AVENUE W,LANCASTER AVENUE,AVENUE W,LANCASTER AVENUE,ADDRESS,BROOKLYN,CONEY ISLAND AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2021-09-21T14:40:51Z,15 BROOKLYN,3071840026,BROOKLYN,995125,155528,MOBILE,Unspecified,BROOKLYN,40.593557967926685,-73.96084235198616,40.593557967926685,-73.96084235198616,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",NA,NA,NA,NA,NA,NA,NA,NA,NA
51936170,2021-09-21T12:50:18Z,2021-09-21T13:58:01Z,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,10467,828 EAST  219 STREET,EAST  219 STREET,BARNES AVENUE,BRONXWOOD AVENUE,BARNES AVENUE,BRONXWOOD AVENUE,ADDRESS,BRONX,EAST  219 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2021-09-21T17:58:04Z,12 BRONX,2046770056,BRONX,1023257,260768,ONLINE,Unspecified,BRONX,40.88233586753044,-73.85893725454244,40.88233586753044,-73.85893725454244,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",NA,NA,NA,NA,NA,NA,NA,NA,NA
51936171,2021-09-21T11:46:15Z,2021-09-21T13:08:12Z,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11434,130 AVENUE,130 AVENUE,130 AVENUE,160 STREET,130 AVENUE,160 STREET,INTERSECTION,NA,NA,Closed,The Police Department issued a summons in response to the complaint.,2021-09-21T17:08:15Z,12 QUEENS,NA,QUEENS,1045227,185255,ONLINE,Unspecified,QUEENS,40.67494892697817,-73.78017174744429,40.67494892697817,-73.78017174744429,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",NA,NA,NA,NA,NA,NA,NA,NA,NA
51936172,2021-09-21T13:09:22Z,2021-09-21T23:24:48Z,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11356,125-20 10 AVENUE,10 AVENUE,125 STREET,126 STREET,125 STREET,126 STREET,ADDRESS,COLLEGE POINT,10 AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2021-09-22T03:24:51Z,07 QUEENS,4039720015,QUEENS,1027811,226610,ONLINE,Unspecified,QUEENS,40.78856088817018,-73.84269028919931,40.78856088817018,-73.84269028919931,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",NA,NA,NA,NA,NA,NA,NA,NA,NA
51936173,2021-09-21T11:42:22Z,2021-09-21T14:21:47Z,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11411,114-29 COLFAX STREET,COLFAX STREET,212 STREET,"NASHVILLE BOULEVARD",212 STREET,"NASHVILLE BOULEVARD",ADDRESS,CAMBRIA HEIGHTS,COLFAX STREET,Closed,The Police Department issued a summons in response to the complaint.,2021-09-21T18:21:51Z,13 QUEENS,4111330078,QUEENS,1055587,195246,ONLINE,Unspecified,QUEENS,40.70229438573148,-73.74271730851159,40.70229438573148,-73.74271730851159,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",NA,NA,NA,NA,NA,NA,NA,NA,NA
51936174,2021-09-21T12:20:10Z,1900-01-01T00:00:00Z,DOHMH,Department of Health and Mental Hygiene,Vaccine Mandate Non-Compliance,Customer Proof of Vaccination Not Checked,Store/Commercial,11237,1524 JEFFERSON AVENUE,JEFFERSON AVENUE,IRVING AVENUE,WYCKOFF AVENUE,IRVING AVENUE,WYCKOFF AVENUE,ADDRESS,BROOKLYN,JEFFERSON AVENUE,In Progress,NA,NA,04 BROOKLYN,3033930049,BROOKLYN,1010181,193658,PHONE,Unspecified,BROOKLYN,40.698185253194985,-73.90648362071487,40.698185253194985,-73.90648362071487,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",NA,NA,NA,NA,NA,NA,NA,NA,NA
51936175,2021-09-21T13:25:55Z,1900-01-01T00:00:00Z,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Dwelling,11377,28 AVENUE,28 AVENUE,28 AVENUE,30 AVENUE,28 AVENUE,30 AVENUE,INTERSECTION,NA,NA,In Progress,NA,NA,01 QUEENS,NA,QUEENS,1011399,216030,PHONE,Unspecified,QUEENS,40.75958723599655,-73.90200082244672,40.75958723599655,-73.90200082244672,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",NA,NA,NA,NA,NA,NA,NA,NA,NA
51936176,2021-09-21T11:00:25Z,1900-01-01T00:00:00Z,DOT,Department of Transportation,Street Sign - Dangling,One Way,Street,11418,114 STREET,114 STREET,114 STREET,BESSEMER STREET,114 STREET,BESSEMER STREET,INTERSECTION,NA,NA,In Progress,The Department of Transportation will repair or replace the Do Not Enter sign within 3 business days or make a determination that the work is not necessary. Please note your Service Request number for future reference.,2021-09-21T17:16:05Z,09 QUEENS,NA,QUEENS,1029455,195268,PHONE,Unspecified,QUEENS,40.70252685255025,-73.83696406327823,40.70252685255025,-73.83696406327823,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",NA,NA,NA,NA,NA,NA,NA,NA,NA
51936177,2021-09-21T11:47:52Z,2021-09-21T12:47:28Z,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,10471,5800 ARLINGTON AVENUE,ARLINGTON AVENUE,WEST  259 STREET,INDEPENDENCE AVENUE,WEST  259 STREET,INDEPENDENCE AVENUE,ADDRESS,BRONX,ARLINGTON AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2021-09-21T16:47:31Z,08 BRONX,2059530230,BRONX,1010081,270057,MOBILE,Unspecified,BRONX,40.90787960257954,-73.90655032628096,40.90787960257954,-73.90655032628096,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",NA,NA,NA,NA,NA,NA,NA,NA,NA
51936178,2021-09-21T11:29:42Z,2021-09-21T12:11:46Z,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,10029,1580 PARK AVENUE,PARK AVENUE,CHARLIE PALMIERI WAY,PEDRO PETE VELEZ CIRCLE,CHARLIE PALMIERI WAY,PEDRO PETE VELEZ CIRCLE,ADDRESS,NEW YORK,PARK AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2021-09-21T16:11:49Z,11 MANHATTAN,1200909999,MANHATTAN,999727,230065,PHONE,Unspecified,MANHATTAN,40.798137733118104,-73.94410065164084,40.798137733118104,-73.94410065164084,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",NA,NA,NA,NA,NA,NA,NA,NA,NA
51936179,2021-09-21T12:57:49Z,1900-01-01T00:00:00Z,DCA,Department of Consumer Affairs,Consumer Complaint,Mobile Food Vendor,Business,10021,1279 3 AVENUE,3 AVENUE,EAST   73 STREET,EAST   74 STREET,EAST   73 STREET,EAST   74 STREET,ADDRESS,NEW YORK,3 AVENUE,In Progress,NA,NA,08 MANHATTAN,1014280045,MANHATTAN,995371,220092,ONLINE,Unspecified,MANHATTAN,40.77077106386949,-73.95985002439733,40.77077106386949,-73.95985002439733,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",NA,NA,NA,NA,NA,NA,NA,NA,NA
51936181,2021-09-21T12:59:26Z,2021-09-21T14:10:31Z,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11421,87-44 89 STREET,89 STREET,JAMAICA AVENUE,88 AVENUE,JAMAICA AVENUE,88 AVENUE,ADDRESS,WOODHAVEN,89 STREET,Closed,The Police Department issued a summons in response to the complaint.,2021-09-21T18:10:34Z,09 QUEENS,4089270026,QUEENS,1024366,191455,ONLINE,Unspecified,QUEENS,40.69208560332839,-73.85534067843842,40.69208560332839,-73.85534067843842,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",NA,NA,NA,NA,NA,NA,NA,NA,NA
51936182,2021-09-21T12:15:00Z,1900-01-01T05:00:00Z,DSNY,Department of Sanitation,Missed Collection (All Materials),2R Bulk-Missed Recy Collection,Sidewalk,11422,140-04 247 STREET,247 STREET,FRANCIS LEWIS BOULEVARD,MEMPHIS AVENUE,NA,NA,ADDRESS,Rosedale,NA,Open,The Department of Sanitation is in the process of investigating this complaint.,NA,13 QUEENS,4135980038,QUEENS,1057959,181171,PHONE,Unspecified,QUEENS,40.66364245524336,-73.73431651249678,40.66364245524336,-73.73431651249678,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",NA,NA,NA,NA,DSNY Garage,NA,NA,NA,NA
51936183,2021-09-21T10:38:25Z,2021-09-21T16:13:05Z,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,11414,161-10 98 STREET,98 STREET,161 AVENUE,162 AVENUE,161 AVENUE,162 AVENUE,ADDRESS,HOWARD BEACH,98 STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2021-09-21T20:13:09Z,10 QUEENS,NA,QUEENS,1030227,178365,ONLINE,Unspecified,QUEENS,40.65612805410646,-73.83429510190601,40.65612805410646,-73.83429510190601,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",NA,NA,NA,NA,NA,NA,NA,NA,NA
51936184,2021-09-21T12:51:00Z,1900-01-01T05:00:00Z,DSNY,Department of Sanitation,Missed Collection (All Materials),1 Missed Collection,Sidewalk,10013,20 HARRISON STREET,HARRISON STREET,STAPLE STREET,GREENWICH STREET,NA,NA,ADDRESS,NEW YORK,NA,Open,The Department of Sanitation is in the process of investigating this complaint.,NA,01 MANHATTAN,1001810006,MANHATTAN,981506,201140,ONLINE,Unspecified,MANHATTAN,40.718759138599424,-74.0098988897196,40.718759138599424,-74.0098988897196,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",NA,NA,NA,NA,DSNY Garage,NA,NA,NA,NA
51936185,2021-09-21T13:48:15Z,2021-09-21T14:34:34Z,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10025,500 WEST  110 STREET,WEST  110 STREET,AMSTERDAM AVENUE,BROADWAY,AMSTERDAM AVENUE,BROADWAY,ADDRESS,NEW YORK,CATHEDRAL PARKWAY,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2021-09-21T18:34:45Z,07 MANHATTAN,1018810035,MANHATTAN,994136,231886,MOBILE,Unspecified,MANHATTAN,40.803143903922034,-73.96429136798821,40.803143903922034,-73.96429136798821,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",NA,NA,NA,NA,NA,NA,NA,NA,NA
51936186,2021-09-21T13:32:01Z,1900-01-01T00:00:00Z,DPR,Department of Parks and Recreation,Maintenance or Facility,Broken Glass,Park,11238,431 WAVERLY AVENUE,WAVERLY AVENUE,GREENE AVENUE,GATES AVENUE,GREENE AVENUE,GATES AVENUE,ADDRESS,BROOKLYN,WAVERLY AVENUE,In Progress,NA,NA,02 BROOKLYN,3019620010,BROOKLYN,993612,188932,ONLINE,Greene Playground,BROOKLYN,40.68524651477071,-73.96624386561778,40.68524651477071,-73.96624386561778,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",NA,NA,NA,NA,NA,NA,NA,NA,NA
51936187,2021-09-21T11:29:31Z,1900-01-01T00:00:00Z,DPR,Department of Parks and Recreation,Maintenance or Facility,Garbage or Litter,Park,11222,MCCARREN PARK,MCCARREN PARK,BAYARD STREET,DRIGGS AVENUE,BAYARD STREET,DRIGGS AVENUE,UNRECOGNIZED,BROOKLYN,MCCARREN PARK,In Progress,NA,NA,01 BROOKLYN,3026960001,BROOKLYN,997610,201904,PHONE,McCarren Park,BROOKLYN,40.72084647199604,-73.95180272776703,40.72084647199604,-73.95180272776703,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",NA,NA,NA,NA,NA,NA,NA,NA,NA
51936188,2021-09-21T12:29:03Z,1900-01-01T00:00:00Z,DPR,Department of Parks and Recreation,Maintenance or Facility,Garbage or Litter,Park,11221,MADISON STREET,MADISON STREET,MADISON STREET,PATCHEN AVENUE,MADISON STREET,PATCHEN AVENUE,INTERSECTION,NA,NA,In Progress,NA,NA,03 BROOKLYN,NA,BROOKLYN,1004504,189737,PHONE,Unspecified,BROOKLYN,40.687437832380944,-73.92696867374639,40.687437832380944,-73.92696867374639,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",NA,NA,NA,NA,NA,NA,NA,NA,NA
51936189,2021-09-21T13:55:34Z,2021-09-21T16:54:54Z,NYPD,New York City Police Department,Non-Emergency Police Matter,Other (complaint details),Street/Sidewalk,11435,111-41 143 STREET,143 STREET,111 AVENUE,LINDEN BOULEVARD,111 AVENUE,LINDEN BOULEVARD,ADDRESS,JAMAICA,143 STREET,Closed,The Police Department issued a summons in response to the complaint.,2021-09-21T20:54:58Z,12 QUEENS,4119590312,QUEENS,1039308,189206,PHONE,Unspecified,QUEENS,40.685832289384244,-73.8014779835119,40.685832289384244,-73.8014779835119,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",NA,NA,NA,NA,NA,NA,NA,NA,NA
51936190,2021-09-21T12:48:33Z,2021-09-21T13:39:58Z,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11220,838 53 STREET,53 STREET,8 AVENUE,9 AVENUE,8 AVENUE,9 AVENUE,ADDRESS,BROOKLYN,53 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2021-09-21T17:40:03Z,12 BROOKLYN,3056650022,BROOKLYN,982991,172034,MOBILE,Unspecified,BROOKLYN,40.63887010068211,-74.00453636355388,40.63887010068211,-74.00453636355388,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",NA,NA,NA,NA,NA,NA,NA,NA,NA
51936191,2021-09-21T13:45:16Z,2021-09-21T14:03:32Z,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11421,92 STREET,92 STREET,92 STREET,ATLANTIC AVENUE,92 STREET,ATLANTIC AVENUE,INTERSECTION,NA,NA,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2021-09-21T18:03:36Z,09 QUEENS,NA,QUEENS,1025694,189846,ONLINE,Unspecified,QUEENS,40.68766315593904,-73.85056178381993,40.68766315593904,-73.85056178381993,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",NA,NA,NA,NA,NA,NA,NA,NA,NA
51936192,2021-09-21T13:05:13Z,2021-09-21T13:45:11Z,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11691,401 BEACH   22 STREET,BEACH   22 STREET,DEERFIELD ROAD,BEND,DEERFIELD ROAD,BEND,ADDRESS,FAR ROCKAWAY,BEACH   22 STREET,Closed,The Police Department issued a summons in response to the complaint.,2021-09-21T17:45:14Z,14 QUEENS,4157730062,QUEENS,1051590,157295,ONLINE,Unspecified,QUEENS,40.598158866813264,-73.75751163265777,40.598158866813264,-73.75751163265777,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",NA,NA,NA,NA,NA,NA,NA,NA,NA
51936193,2021-09-21T12:19:01Z,2021-09-21T13:16:16Z,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11101,38-36 CRESCENT STREET,CRESCENT STREET,38 AVENUE,39 AVENUE,38 AVENUE,39 AVENUE,ADDRESS,LONG ISLAND CITY,CRESCENT STREET,Closed,The Police Department issued a summons in response to the complaint.,2021-09-21T17:16:20Z,01 QUEENS,4003880026,QUEENS,1001924,214486,ONLINE,Unspecified,QUEENS,40.755373368926946,-73.93620657530249,40.755373368926946,-73.93620657530249,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",NA,NA,NA,NA,NA,NA,NA,NA,NA
51936194,2021-09-21T13:35:38Z,2021-09-21T13:49:01Z,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11419,95-01 125 STREET,125 STREET,95 AVENUE,97 AVENUE,95 AVENUE,97 AVENUE,ADDRESS,SOUTH RICHMOND HILL,125 STREET,Closed,The Police Department issued a summons in response to the complaint.,2021-09-21T17:49:04Z,09 QUEENS,4094660046,QUEENS,1033607,192038,ONLINE,Unspecified,QUEENS,40.69363908863904,-73.82201320768719,40.69363908863904,-73.82201320768719,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",NA,NA,NA,NA,NA,NA,NA,NA,NA
51936195,2021-09-21T11:14:25Z,2021-09-21T11:57:42Z,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11691,13-80 EGGERT PLACE,EGGERT PLACE,MOTT AVENUE,ENRIGHT ROAD,MOTT AVENUE,ENRIGHT ROAD,ADDRESS,FAR ROCKAWAY,EGGERT PLACE,Closed,The Police Department issued a summons in response to the complaint.,2021-09-21T15:57:47Z,14 QUEENS,4156640054,QUEENS,1051021,160469,ONLINE,Unspecified,QUEENS,40.60687512380222,-73.75952919034467,40.60687512380222,-73.75952919034467,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",NA,NA,NA,NA,NA,NA,NA,NA,NA
51936197,2021-09-21T09:20:42Z,2021-09-21T09:58:12Z,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,10468,2849 WEBB AVENUE,WEBB AVENUE,WEST  197 STREET,RESERVOIR AVENUE,WEST  197 STREET,RESERVOIR AVENUE,ADDRESS,BRONX,WEBB AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2021-09-21T13:58:20Z,08 BRONX,2032500036,BRONX,1011718,257438,MOBILE,Unspecified,BRONX,40.873239511871404,-73.90067986315618,40.873239511871404,-73.90067986315618,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",NA,NA,NA,NA,NA,NA,NA,NA,NA
51936198,2021-09-21T10:20:01Z,2021-09-21T10:30:40Z,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11385,70-24 65 PLACE,65 PLACE,70 AVENUE,CENTRAL AVENUE,70 AVENUE,CENTRAL AVENUE,ADDRESS,RIDGEWOOD,65 PLACE,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2021-09-21T14:30:43Z,05 QUEENS,4036440017,QUEENS,1014685,195604,ONLINE,Unspecified,QUEENS,40.70351221974002,-73.89023182144616,40.70351221974002,-73.89023182144616,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",NA,NA,NA,NA,NA,NA,NA,NA,NA
51936199,2021-09-21T10:01:14Z,2021-09-21T12:30:03Z,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,10452,985 WOODYCREST AVENUE,WOODYCREST AVENUE,WEST  163 STREET,WEST  164 STREET,WEST  163 STREET,WEST  164 STREET,ADDRESS,BRONX,WOODYCREST AVENUE,Closed,The Police Department issued a summons in response to the complaint.,2021-09-21T16:30:06Z,04 BRONX,2025110095,BRONX,1004088,242493,MOBILE,Unspecified,BRONX,40.832240389759164,-73.92831299916863,40.832240389759164,-73.92831299916863,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",NA,NA,NA,NA,NA,NA,NA,NA,NA
51936200,2021-09-21T12:52:03Z,2021-09-21T13:19:24Z,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,10040,390 WADSWORTH AVENUE,WADSWORTH AVENUE,WEST  192 STREET,ST NICHOLAS AVENUE,WEST  192 STREET,ST NICHOLAS AVENUE,ADDRESS,NEW YORK,WADSWORTH AVENUE,Closed,The Police Department reviewed your complaint and provided additional information below.,2021-09-21T17:19:27Z,12 MANHATTAN,1021700252,MANHATTAN,1003835,251405,ONLINE,Unspecified,MANHATTAN,40.85670177281662,-73.92920121598753,40.85670177281662,-73.92920121598753,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",NA,NA,NA,NA,NA,NA,NA,NA,NA
51936201,2021-09-21T13:08:13Z,1900-01-01T00:00:00Z,DOT,Department of Transportation,Curb Condition,Defacement,Curb,11435,139-26 87 AVENUE,87 AVENUE,139 STREET,143 STREET,139 STREET,143 STREET,ADDRESS,JAMAICA,87 AVENUE,In Progress,NA,NA,08 QUEENS,4097000001,QUEENS,1035655,196855,PHONE,Unspecified,QUEENS,40.70684893928206,-73.81459114840919,40.70684893928206,-73.81459114840919,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",NA,NA,NA,NA,NA,NA,NA,NA,NA
51936202,2021-09-21T13:51:08Z,2021-09-21T14:17:03Z,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,10002,152 STANTON STREET,STANTON STREET,NORFOLK STREET,SUFFOLK STREET,NORFOLK STREET,SUFFOLK STREET,ADDRESS,NEW YORK,STANTON STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2021-09-21T18:17:06Z,03 MANHATTAN,1003550070,MANHATTAN,988285,201788,ONLINE,Unspecified,MANHATTAN,40.72053724794068,-73.98544348186927,40.72053724794068,-73.98544348186927,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",NA,NA,NA,NA,NA,NA,NA,NA,NA
51936203,2021-09-21T13:32:00Z,1900-01-01T05:00:00Z,DSNY,Department of Sanitation,Dirty Conditions,E15 Illegal Postering,Sidewalk,0,EAST   87 STREET,EAST   87 STREET,EAST   87 STREET,PARK AVENUE,EAST 87 STREET,EAST 87 STREET,INTERSECTION,NA,NA,Open,The Department of Sanitation is in the process of investigating this complaint.,NA,08 MANHATTAN,NA,MANHATTAN,NA,NA,ONLINE,Unspecified,MANHATTAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,N/A,NA,NA,NA,NA
51936205,2021-09-21T10:35:17Z,2021-09-21T16:13:28Z,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,11414,161-10 98 STREET,98 STREET,161 AVENUE,162 AVENUE,161 AVENUE,162 AVENUE,ADDRESS,HOWARD BEACH,98 STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2021-09-21T20:13:32Z,10 QUEENS,NA,QUEENS,1030227,178365,ONLINE,Unspecified,QUEENS,40.65612805410646,-73.83429510190601,40.65612805410646,-73.83429510190601,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",NA,NA,NA,NA,NA,NA,NA,NA,NA
51936206,2021-09-21T10:35:55Z,2021-09-21T10:46:09Z,NYPD,New York City Police Department,Noise - Commercial,Banging/Pounding,Store/Commercial,10014,57 JANE STREET,JANE STREET,8 AVENUE,HUDSON STREET,8 AVENUE,HUDSON STREET,ADDRESS,NEW YORK,JANE STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2021-09-21T14:46:11Z,02 MANHATTAN,1006260021,MANHATTAN,982760,208204,MOBILE,Unspecified,MANHATTAN,40.738148394731844,-74.0053766901411,40.738148394731844,-74.0053766901411,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",NA,NA,NA,NA,NA,NA,NA,NA,NA
