unique_key,created_date,closed_date,agency,complaint_type,descriptor,status,resolution_description,incident_zip,city,borough,latitude,longitude
52057319,2021-10-02T23:40:08Z,2021-10-03T01:47:54Z,NYPD,blocked driveway,No Access,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,11103,ASTORIA,QUEENS,40.767150003537566,-73.90994994327724
52057320,2021-10-02T12:55:25Z,NA,DSNY,other,Recycling - Paper,In Progress,NA,10312,STATEN ISLAND,STATEN ISLAND,40.531233347427445,-74.16425489457373
52057321,2021-10-03T01:44:21Z,NA,DSNY,other,Recycling - Paper,In Progress,NA,11101,LONG ISLAND CITY,QUEENS,40.75402362516143,-73.91972383823845
52057322,2021-10-02T18:40:53Z,NA,DSNY,other,Bulky Trash,In Progress,The Department of Sanitation collected the requested items.,10301,STATEN ISLAND,STATEN ISLAND,40.6059960458277,-74.10332344313002
52057323,2021-10-02T18:29:03Z,2021-10-02T18:55:53Z,NYPD,blocked driveway,No Access,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,11220,BROOKLYN,BROOKLYN,40.63533342324562,-74.01845794995778
52057324,2021-10-02T09:35:19Z,2021-10-02T11:25:30Z,NYPD,blocked driveway,No Access,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,10467,BRONX,BRONX,40.862302959315926,-73.86638741040932
52057325,2021-10-03T03:56:40Z,2021-10-03T05:23:15Z,NYPD,blocked driveway,Partial Access,Closed,Your request can not be processed at this time because of insufficient contact information. Please create a new Service Request on NYC.gov and provide more detailed contact information.,11239,BROOKLYN,BROOKLYN,40.6553362083541,-73.87192687753935
52057326,2021-10-02T16:48:50Z,NA,DSNY,other,Recycling - Paper,In Progress,NA,11103,ASTORIA,QUEENS,40.764556567989196,-73.91775455040181
52057327,2021-10-02T22:00:25Z,NA,DSNY,other,Removal Request,In Progress,NA,11412,SAINT ALBANS,QUEENS,40.708226422135986,-73.7542870278271
52057328,2021-10-02T15:10:06Z,NA,DOT,other,Sidewalk Zone Blocked,In Progress,NA,10002,NEW YORK,MANHATTAN,40.72115462717409,-73.98400030830071
52057329,2021-10-02T12:23:20Z,2021-10-02T13:09:52Z,NYPD,blocked driveway,No Access,Closed,The Police Department issued a summons in response to the complaint.,11377,WOODSIDE,QUEENS,40.75359179527521,-73.90753556609505
52057330,2021-10-02T18:48:02Z,2021-10-02T21:20:07Z,NYPD,blocked driveway,No Access,Closed,The Police Department responded to the complaint and took action to fix the condition.,11420,SOUTH OZONE PARK,QUEENS,40.67788877883224,-73.80787573866189
52057331,2021-10-02T12:54:38Z,2021-10-02T13:08:37Z,NYPD,blocked driveway,No Access,Closed,The Police Department issued a summons in response to the complaint.,11229,BROOKLYN,BROOKLYN,40.60175386114979,-73.94696953332682
52057332,2021-10-02T12:24:59Z,2021-10-02T12:51:14Z,NYPD,blocked driveway,No Access,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,11377,WOODSIDE,QUEENS,40.75359179527521,-73.90753556609505
52057333,2021-10-03T02:28:59Z,2021-10-03T05:00:38Z,NYPD,blocked driveway,No Access,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,11370,EAST ELMHURST,QUEENS,40.75903992001869,-73.88314841846297
52057334,2021-10-02T12:32:51Z,2021-10-02T12:55:03Z,NYPD,blocked driveway,Partial Access,Closed,This complaint does not fall under the Police Department's jurisdiction.,11369,EAST ELMHURST,QUEENS,40.762665705955065,-73.8752725873793
52057335,2021-10-02T13:23:03Z,NA,DSNY,other,Recycling - Paper/Metal/Glass/Rigid Plastic,In Progress,NA,10016,NEW YORK,MANHATTAN,40.75059146441588,-73.97991124332317
52057336,2021-10-02T08:24:50Z,2021-10-02T09:30:17Z,NYPD,blocked driveway,Partial Access,Closed,The Police Department issued a summons in response to the complaint.,11418,RICHMOND HILL,QUEENS,40.69666555199374,-73.8460481844149
52057337,2021-10-02T13:04:32Z,NA,DSNY,other,Trash,In Progress,NA,11218,BROOKLYN,BROOKLYN,40.64642213780078,-73.96802204330784
52057338,2021-10-02T14:50:15Z,2021-10-02T15:33:14Z,NYPD,blocked driveway,Partial Access,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,11378,MASPETH,QUEENS,40.7209117041346,-73.9029271204628
52057339,2021-10-03T02:53:47Z,2021-10-03T03:53:38Z,NYPD,blocked driveway,Partial Access,Closed,Your request can not be processed at this time because of insufficient contact information. Please create a new Service Request on NYC.gov and provide more detailed contact information.,11239,BROOKLYN,BROOKLYN,40.6553362083541,-73.87192687753935
52057340,2021-10-03T02:00:17Z,2021-10-03T03:09:51Z,NYPD,blocked driveway,Partial Access,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,10472,BRONX,BRONX,40.83113869884703,-73.86333148691953
52057341,2021-10-02T23:53:55Z,NA,DSNY,other,Recycling - Paper/Metal/Glass/Rigid Plastic,In Progress,NA,11229,BROOKLYN,BROOKLYN,40.59762579952981,-73.93160046999776
52057342,2021-10-02T13:51:47Z,NA,DSNY,other,Recycling - Metal/Glass/Rigid Plastic,In Progress,NA,11427,QUEENS VILLAGE,QUEENS,40.73746033241162,-73.73662028511413
52057343,2021-10-02T23:32:26Z,2021-10-03T00:14:20Z,NYPD,blocked driveway,No Access,Closed,The Police Department issued a summons in response to the complaint.,11368,CORONA,QUEENS,40.75324390149437,-73.86868513932546
52057344,2021-10-03T05:16:57Z,2021-10-03T05:45:04Z,NYPD,blocked driveway,No Access,Closed,The Police Department issued a summons in response to the complaint.,11368,CORONA,QUEENS,40.75734417748634,-73.86363449931625
52057345,2021-10-02T23:59:02Z,NA,DSNY,other,Bulky Trash,In Progress,NA,10471,BRONX,BRONX,40.90149672786427,-73.90810392514167
52057346,2021-10-02T17:23:31Z,2021-10-02T18:26:56Z,NYPD,blocked driveway,No Access,Closed,The Police Department issued a summons in response to the complaint.,11102,ASTORIA,QUEENS,40.76913330229232,-73.92355409547687
52057347,2021-10-02T16:32:46Z,NA,DSNY,other,Bulky Trash,In Progress,NA,11417,OZONE PARK,QUEENS,40.67785636538952,-73.84868739211022
52057348,2021-10-02T18:35:34Z,2021-10-02T22:13:19Z,NYPD,blocked driveway,No Access,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,11201,BROOKLYN,BROOKLYN,40.7033612858483,-73.9939047887843
52057349,2021-10-02T19:32:37Z,2021-10-02T20:15:26Z,NYPD,blocked driveway,No Access,Closed,The Police Department responded to the complaint and took action to fix the condition.,11435,JAMAICA,QUEENS,40.69089510628299,-73.8007272919527
52057350,2021-10-02T17:52:48Z,NA,DSNY,other,Recycling - Metal/Glass/Rigid Plastic,In Progress,NA,11215,BROOKLYN,BROOKLYN,40.67318655362579,-73.98061590355651
52057351,2021-10-02T20:20:20Z,2021-10-02T21:20:23Z,NYPD,non-emergency police matter,Trespassing,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,11222,BROOKLYN,BROOKLYN,40.72325646795636,-73.94029599377406
52057352,2021-10-02T17:12:39Z,NA,DSNY,other,Trash,In Progress,NA,10016,NEW YORK,MANHATTAN,40.74292251962915,-73.97925675853436
52057353,2021-10-02T17:48:42Z,NA,DSNY,other,Trash,In Progress,NA,11374,REGO PARK,QUEENS,40.72760371609546,-73.86983969649032
52057354,2021-10-02T11:17:32Z,2021-10-02T12:18:06Z,NYPD,abandoned vehicle,With License Plate,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,11433,NA,QUEENS,40.7006979533333,-73.78319925273482
52057355,2021-10-02T12:07:00Z,NA,DEP,noise,Noise: Construction Before/After Hours (NM1),Started,The Department of Environmental Protection has inspected your complaint and determined that further investigation is required. More information will be available once the condition is resolved. Please visit nyc.gov/311 or call 311 at a later time to check the status of your complaint.,11215,BROOKLYN,BROOKLYN,40.66361119239419,-73.98963350225614
52057356,2021-10-02T16:53:21Z,NA,DOHMH,other,Day Care Facility,In Progress,NA,11224,BROOKLYN,BROOKLYN,40.57539947093497,-74.00408928675279
52057357,2021-10-03T01:18:37Z,2021-10-03T02:55:06Z,NYPD,blocked driveway,Partial Access,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,11373,ELMHURST,QUEENS,40.746311230952166,-73.87411224849346
52057358,2021-10-02T22:27:38Z,2021-10-03T04:56:31Z,NYPD,blocked driveway,Partial Access,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,11357,WHITESTONE,QUEENS,40.78560464597383,-73.82183597522508
52057359,2021-10-02T12:52:30Z,NA,DSNY,other,Recycling - Paper/Metal/Glass/Rigid Plastic,In Progress,NA,10312,STATEN ISLAND,STATEN ISLAND,40.54948696694085,-74.1970338277308
52057360,2021-10-03T02:44:33Z,2021-10-03T02:48:55Z,NYPD,blocked driveway,Partial Access,Closed,The Police Department reviewed your complaint and provided additional information below.,11234,BROOKLYN,BROOKLYN,40.626890771136416,-73.92287763900144
52057361,2021-10-03T00:40:10Z,NA,DSNY,other,Recycling - Paper/Metal/Glass/Rigid Plastic,In Progress,NA,11233,BROOKLYN,BROOKLYN,40.680697792921734,-73.93333960238856
52057362,2021-10-02T19:44:06Z,NA,DSNY,other,Recycling - Paper/Metal/Glass/Rigid Plastic,In Progress,NA,11215,BROOKLYN,BROOKLYN,40.660693144367436,-73.98630716194174
52057363,2021-10-02T15:17:40Z,2021-10-02T15:50:19Z,NYPD,blocked driveway,Partial Access,Closed,The Police Department issued a summons in response to the complaint.,11385,RIDGEWOOD,QUEENS,40.70331820131326,-73.89113740612989
52057364,2021-10-02T12:58:17Z,2021-10-02T13:50:25Z,NYPD,blocked driveway,Partial Access,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,10469,BRONX,BRONX,40.863816672216345,-73.86059620955699
52057365,2021-10-03T02:29:52Z,2021-10-03T05:39:34Z,NYPD,blocked driveway,Partial Access,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,11372,JACKSON HEIGHTS,QUEENS,40.75421573238229,-73.87376524629812
52057366,2021-10-03T00:04:54Z,2021-10-03T00:46:49Z,NYPD,blocked driveway,Partial Access,Closed,The Police Department responded to the complaint and took action to fix the condition.,11236,BROOKLYN,BROOKLYN,40.639749468901044,-73.91798765164609
52057368,2021-10-02T16:27:16Z,2021-10-02T18:16:19Z,NYPD,abandoned vehicle,With License Plate,Closed,The Police Department responded to the complaint and took action to fix the condition.,11436,JAMAICA,QUEENS,40.66726090485917,-73.79357049442211
52057369,2021-10-02T19:43:24Z,NA,DSNY,other,Trash or Recycling Not Secure,In Progress,NA,10012,NEW YORK,MANHATTAN,40.72588495126548,-74.00110761081827
52057370,2021-10-02T22:37:20Z,2021-10-02T23:57:37Z,NYPD,abandoned vehicle,With License Plate,Closed,The Police Department responded to the complaint and took action to fix the condition.,10019,NEW YORK,MANHATTAN,40.76832128492756,-73.99268583260026
52057371,2021-10-03T00:34:23Z,2021-10-03T01:10:06Z,NYPD,animal-abuse,Neglected,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,11364,OAKLAND GARDENS,QUEENS,40.74472208478692,-73.74850090918913
52057372,2021-10-02T12:59:52Z,2021-10-02T13:48:57Z,NYPD,abandoned vehicle,With License Plate,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,10469,BRONX,BRONX,40.85936182006244,-73.85596376106986
52057373,2021-10-03T01:30:42Z,NA,DSNY,other,Trash,In Progress,NA,11101,LONG ISLAND CITY,QUEENS,40.754772033451694,-73.92240473453356
52057374,2021-10-02T17:19:39Z,2021-10-02T17:54:15Z,NYPD,other,In Public,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,10472,BRONX,BRONX,40.82766240390174,-73.85319226711394
52057375,2021-10-02T16:11:42Z,NA,DSNY,other,Trash or Recycling Not Secure,In Progress,NA,10458,BRONX,BRONX,40.854232345350745,-73.88572121272556
52057376,2021-10-02T17:28:15Z,2021-10-02T18:14:46Z,NYPD,blocked driveway,Partial Access,Closed,The Police Department issued a summons in response to the complaint.,11379,MIDDLE VILLAGE,QUEENS,40.722706833839396,-73.86963640692962
52057377,2021-10-02T15:08:10Z,NA,DOT,other,Sidewalk Zone Blocked,In Progress,NA,11217,BROOKLYN,BROOKLYN,40.689341420073866,-73.97601732162852
52057378,2021-10-02T14:36:01Z,2021-10-02T15:25:28Z,NYPD,abandoned vehicle,With License Plate,Closed,The Police Department responded to the complaint and took action to fix the condition.,10303,STATEN ISLAND,STATEN ISLAND,40.63580591972116,-74.16358992284164
52057379,2021-10-03T00:13:37Z,NA,DSNY,other,Recycling - Paper,In Progress,NA,10002,NEW YORK,MANHATTAN,40.71920945546437,-73.99242426791291
52057380,2021-10-02T13:47:48Z,NA,DSNY,other,Trash,In Progress,NA,10306,STATEN ISLAND,STATEN ISLAND,40.557202940188496,-74.13859847953618
52057381,2021-10-02T12:42:52Z,NA,DSNY,other,Trash,In Progress,NA,11234,BROOKLYN,BROOKLYN,40.60945723306099,-73.913274404514
52057382,2021-10-03T00:04:07Z,2021-10-03T00:16:30Z,NYPD,other,In Public,Closed,The Police Department responded to the complaint and took action to fix the condition.,10468,BRONX,BRONX,40.87679027137594,-73.8996692989939
52057383,2021-10-02T19:39:17Z,2021-10-02T20:18:47Z,NYPD,abandoned vehicle,With License Plate,Closed,The Police Department responded to the complaint and took action to fix the condition.,11234,BROOKLYN,BROOKLYN,40.61107253482401,-73.93155787929331
52057384,2021-10-03T03:51:07Z,NA,NYPD,blocked driveway,Partial Access,In Progress,NA,11369,EAST ELMHURST,QUEENS,40.76587650645548,-73.8747647811725
52057385,2021-10-03T04:00:03Z,NA,NYPD,blocked driveway,No Access,In Progress,NA,11417,OZONE PARK,QUEENS,40.679784625430834,-73.84768793644604
52057386,2021-10-02T18:38:31Z,NA,DOT,broken parking meter,Coin or Card Did Not Register,In Progress,NA,10007,NEW YORK,MANHATTAN,40.71401854379478,-74.01373265049732
52057387,2021-10-02T20:15:59Z,2021-10-02T20:23:53Z,NYPD,abandoned vehicle,With License Plate,Closed,This complaint does not fall under the Police Department's jurisdiction.,11691,NA,QUEENS,40.594107397054444,-73.76270781932526
52057388,2021-10-02T14:52:39Z,2021-10-02T15:30:31Z,NYPD,abandoned vehicle,With License Plate,Closed,The Police Department reviewed your complaint and provided additional information below.,10461,BRONX,BRONX,40.85453846670332,-73.84266076257505
52057389,2021-10-02T18:37:35Z,NA,DSNY,other,Recycling - Paper/Metal/Glass/Rigid Plastic,In Progress,NA,11223,BROOKLYN,BROOKLYN,40.60426979796584,-73.97702022661824
52057390,2021-10-02T12:29:38Z,NA,DSNY,other,Trash,In Progress,NA,10462,BRONX,BRONX,40.84161767931346,-73.86075476626257
52057391,2021-10-02T16:58:54Z,NA,DSNY,other,Trash or Recycling Not Secure,In Progress,NA,10458,BRONX,BRONX,40.85341641569952,-73.88775050253176
52057392,2021-10-02T14:47:08Z,2021-10-02T15:06:59Z,NYPD,abandoned vehicle,With License Plate,Closed,The Police Department responded to the complaint and took action to fix the condition.,11435,JAMAICA,QUEENS,40.69013583047196,-73.79973793096612
52057393,2021-10-02T17:35:14Z,2021-10-02T18:34:36Z,NYPD,abandoned vehicle,With License Plate,Closed,The Police Department responded to the complaint and took action to fix the condition.,11370,EAST ELMHURST,QUEENS,40.76372160164329,-73.88781142244153
